"ID","Title","Venue","Year","DOI","OpenReview","Arxiv","Code","Video","Slide","Poster"
"05980","Counterfactual Explanations for Time Series Forecasting","","","","","https://arxiv.org/abs/2310.08137","","","",""
"05981","Correlated Time Series Self-Supervised Representation Learning via Spatiotemporal Bootstrapping","","","","","https://arxiv.org/abs/2306.06994","","","",""
"05982","Core: Transferable Long-Range Time Series Forecasting Enhanced by Covariates-Guided Representation","ICASSP 2023 - 2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","2023","https://doi.org/10.1109/ICASSP49357.2023.10096231","https://openreview.net/forum?id=Z41fcHRF8P","","","","",""
"05983","Coordination-free Decentralised Federated Learning on Complex Networks: Overcoming Heterogeneity","","","","","https://arxiv.org/abs/2312.04504","","","",""
"05984","Cooperative Federated Learning over Ground-to-Satellite Integrated Networks: Joint Local Computation and Data Offloading","","","","","https://arxiv.org/abs/2312.15361","","","",""
"05985","Convergence Visualizer of Decentralized Federated Distillation with Reduced Communication Costs","","","","","https://arxiv.org/abs/2312.11905","","","",""
"05987","Contribution Evaluation in Federated Learning: Examining Current Approaches","","","","","https://arxiv.org/abs/2311.09856","","","",""
"05988","Contrastive encoder pre-training-based clustered federated learning for heterogeneous data","Neural Networks","2023","https://doi.org/10.1016/j.neunet.2023.06.010","","https://arxiv.org/abs/2311.16535","","","",""
"05990","Constructing low-dimensional ordinary differential equations from chaotic time series of high/infinite-dimensional systems using radial function-based regression","","","","","https://arxiv.org/abs/2308.12382","","","",""
"05991","Competitive Advantage Attacks to Decentralized Federated Learning","","","","","https://arxiv.org/abs/2310.13862","","","",""
"05992","Comparison of Parametric and Nonparametric Forecasting Methods for Daily COVID-19 Cases in Malaysia","JOIV : International Journal on Informatics Visualization","2023","https://doi.org/10.62527/joiv.7.4.1819","","","","","",""
"05993","Comparing statistical and machine learning methods for time series forecasting in data-driven logistics -- A simulation study","","","","","https://arxiv.org/abs/2303.07139","","","",""
"05995","Comparative Analysis of Machine Learning, Hybrid, and Deep Learning Forecasting Models: Evidence from European Financial Markets and Bitcoins","https://doi.org/Forecasting","2023","https://doi.org/10.3390/forecast5020026","","https://arxiv.org/abs/2307.08853","","","",""
"05996","Community AI: Towards Community-based Federated Learning","2023 IEEE 5th International Conference on Cognitive Machine Intelligence (CogMI)","2023","https://doi.org/10.1109/cogmi58952.2023.00029","","https://arxiv.org/abs/2311.17958","","","",""
"05998","Communication-Efficient Design of Learning System for Energy Demand Forecasting of Electrical Vehicles","","","","","https://arxiv.org/abs/2309.01297","","","",""
"05999","Communication Efficient and Privacy-Preserving Federated Learning Based on Evolution Strategies","","","","","https://arxiv.org/abs/2311.03405","","","",""
"06000","Communication efficiency optimization of federated learning for computing and network convergence of 6G networks","Frontiers of Information Technology &amp; Electronic Engineering","2024","https://doi.org/10.1631/fitee.2300122","","https://arxiv.org/abs/2311.16540","","","",""
"06002","Combating Uncertainties in Wind and Distributed PV Energy Sources Using Integrated Reinforcement Learning and Time-Series Forecasting","","","","","https://arxiv.org/abs/2302.14094","","","",""
"06003","Collaborative Chinese Text Recognition with Personalized Federated Learning","","","","","https://arxiv.org/abs/2305.05602","","","",""
"06005","Client: Cross-variable Linear Integrated Enhanced Transformer for Multivariate Long-Term Time Series Forecasting","","","","","https://arxiv.org/abs/2305.18838","","","",""
"06006","Client Orchestration and Cost-Efficient Joint Optimization for NOMA-Enabled Hierarchical Federated Learning","","","","","https://arxiv.org/abs/2311.02130","","","",""
"06007","CLeaRForecast: Contrastive Learning of High-Purity Representations for Time Series Forecasting","","","","","https://arxiv.org/abs/2312.05758","","","",""
"06010","Can We Trust the Similarity Measurement in Federated Learning?","","","","","https://arxiv.org/abs/2311.03369","","","",""
"06011","Can Federated Learning be Responsible?","2023 5th IEEE International Conference on Trust, Privacy and Security in Intelligent Systems and Applications (TPS-ISA)","2023","https://doi.org/10.1109/TPS-ISA58951.2023.00009","https://openreview.net/forum?id=KK77BTCdEa","","","","",""
"06012","CAFE: Carbon-Aware Federated Learning in Geographically Distributed Data Centers","","","","","https://arxiv.org/abs/2311.03615","","","",""
"06013","Business Metric-Aware Forecasting for Inventory Management","","","","","https://arxiv.org/abs/2308.13118","","","",""
"06014","BRFL: A blockchain-based byzantine-robust federated learning model","Journal of Parallel and Distributed Computing","2025","https://doi.org/10.1016/j.jpdc.2024.104995","","https://arxiv.org/abs/2310.13403","","","",""
"06015","Breaking Boundaries: Balancing Performance and Robustness in Deep Wireless Traffic Forecasting","","2023","https://doi.org/10.1145/3605772.3624002","","https://arxiv.org/abs/2311.09790","","","",""
"06016","Brain MRI Screening Tool with Federated Learning","","","","","https://arxiv.org/abs/2311.14086","","","",""
"06017","Blood Glucose Level Prediction: A Graph-based Explainable Method with Federated Learning","","","","","https://arxiv.org/abs/2312.12541","","","",""
"06018","Blockchain-Enabled Federated Learning Approach for Vehicular Networks","","","","","https://arxiv.org/abs/2311.06372","","","",""
"06019","Blind Federated Learning via Over-the-Air q-QAM","","","","","https://arxiv.org/abs/2311.04253","","","",""
"06020","Benchmarks and Custom Package for Energy Forecasting","","","","","https://arxiv.org/abs/2307.07191","","","",""
"06021","Benchmarking Explanatory Models for Inertia Forecasting using Public Data of the Nordic Area","2022 17th International Conference on Probabilistic Methods Applied to Power Systems (PMAPS)","2022","https://doi.org/10.1109/pmaps53380.2022.9810572","","https://arxiv.org/abs/2307.07377","","","",""
"06022","Bayesian Personalized Federated Learning with Shared and Personalized Uncertainty Representations","","","","","https://arxiv.org/abs/2309.15499","","","",""
"06023","Balancing Energy Efficiency and Distributional Robustness in Over-the-Air Federated Learning","","","","","https://arxiv.org/abs/2312.14638","","","",""
"06024","Balancing Computational Efficiency and Forecast Error in Machine Learning-based Time-Series Forecasting: Insights from Live Experiments on Meteorological Nowcasting","","","","","https://arxiv.org/abs/2309.15207","","","",""
"06025","Balanced Multi-modal Federated Learning via Cross-Modal Infiltration","","","","","https://arxiv.org/abs/2401.00894","","","",""
"06026","B2SFL: A Bi-Level Blockchained Architecture for Secure Federated Learning-Based Traffic Prediction","IEEE Transactions on Services Computing","2023","https://doi.org/10.1109/tsc.2023.3318990","","https://arxiv.org/abs/2310.14669","","","",""
"06027","AutoXPCR: Automated Multi-Objective Model Selection for Time Series Forecasting","","","","","https://arxiv.org/abs/2312.13038","","","",""
"06028","AutoMixer for Improved Multivariate Time-Series Forecasting on BizITOps Data","","","","https://openreview.net/forum?id=9p9obMOnVe","","","","",""
"06029","Automatic Locally Stationary Time Series Forecasting with application to predicting U.K. Gross Value Added Time Series under sudden shocks caused by the COVID pandemic","","","","","https://arxiv.org/abs/2303.07772","","","",""
"06030","AutoGluon-TimeSeries: AutoML for Probabilistic Time Series Forecasting","","","","","https://arxiv.org/abs/2308.05566","","","",""
"06031","Attention-Based Ensemble Pooling for Time Series Forecasting","","","","","https://arxiv.org/abs/2310.16231","","","",""
"06032","Attacks on fairness in Federated Learning","","","","","https://arxiv.org/abs/2311.12715","","","",""
"06033","Asynchronous Wireless Federated Learning with Probabilistic Client Selection","","","","","https://arxiv.org/abs/2311.16741","","","",""
"06036","Assessing the Sustainability and Trustworthiness of Federated Learning Models","","","","","https://arxiv.org/abs/2310.20435","","","",""
"06037","ASPFL: Efficient Personalized Federated Learning for Edge Based on Adaptive Sparse Training","2023 IEEE International Conference on Web Services (ICWS)","2023","https://doi.org/10.1109/ICWS60048.2023.00046","https://openreview.net/forum?id=QIg2mt4Ga0","","","","",""
"06038","ARM: Refining Multivariate Forecasting with Adaptive Temporal-Contextual Learning","","","","","https://arxiv.org/abs/2310.09488","","","",""
"06039","ARIA: On the Interaction Between Architectures, Initialization and Aggregation Methods for Federated Visual Classification","","","","","https://arxiv.org/abs/2311.14625","","","",""
"06042","Application Research of Spline Interpolation and ARIMA in the Field of Stock Market Forecasting","","","","","https://arxiv.org/abs/2311.10759","","","",""
"06044","Anomaly Detection via Federated Learning","2023 33rd International Telecommunication Networks and Applications Conference","2023","https://doi.org/10.1109/ITNAC59571.2023.10368517","https://openreview.net/forum?id=pwKgc3tmbR","","","","",""
"06045","An overview of time series point and interval forecasting based on similarity of trajectories, with an experimental study on traffic flow forecasting","","","","","https://arxiv.org/abs/2309.10613","","","",""
"06046","An Incentive Mechanism for Federated Learning Based on Multiple Resource Exchange","","","","","https://arxiv.org/abs/2312.08096","","","",""
"06047","An evaluation of time series forecasting models on water consumption data: A case study of Greece","","","","","https://arxiv.org/abs/2303.17617","","","",""
"06048","An End-to-End Time Series Model for Simultaneous Imputation and Forecast","","","","","https://arxiv.org/abs/2306.00778","","","",""
"06049","An Empirical Study of Efficiency and Privacy of Federated Learning Algorithms","","","","","https://arxiv.org/abs/2312.15375","","","",""
"06050","An Efficient Imbalance-Aware Federated Learning Approach for Wearable Healthcare with Autoregressive Ratio Observation","","","","","https://arxiv.org/abs/2310.14784","","","",""
"06051","An Efficient Federated Learning Framework for Training Semantic Communication Systems","IEEE Transactions on Vehicular Technology","2024","https://doi.org/10.1109/tvt.2024.3401140","","https://arxiv.org/abs/2310.13236","","","",""
"06052","An effective and efficient green federated learning method for one-layer neural networks","","","","","https://arxiv.org/abs/2312.14528","","","",""
"06053","An adaptive standardisation methodology for Day-Ahead electricity price forecasting","","","","","https://arxiv.org/abs/2311.02610","","","",""
"06054","AMLNet: Adversarial Mutual Learning Neural Network for Non-AutoRegressive Multi-Horizon Time Series Forecasting","2023 IEEE 10th International Conference on Data Science and Advanced Analytics (DSAA)","2023","https://doi.org/10.1109/dsaa60987.2023.10302580","","https://arxiv.org/abs/2310.19289","","","",""
"06056","AHSecAgg and TSKG: Lightweight Secure Aggregation for Federated Learning Without Compromise","","","","","https://arxiv.org/abs/2312.04937","","","",""
"06057","AgrAmplifier: Defending Federated Learning Against Poisoning Attacks Through Local Update Amplification","IEEE Transactions on Information Forensics and Security","2024","https://doi.org/10.1109/tifs.2023.3333555","","https://arxiv.org/abs/2311.06996","","","",""
"06058","Aggregation Weighting of Federated Learning via Generalization Bound Estimation","","","","","https://arxiv.org/abs/2311.05936","","","",""
"06059","Aggregating Intrinsic Information to Enhance BCI Performance through Federated Learning","","","","","https://arxiv.org/abs/2308.11636","","","",""
"06061","AEDFL: Efficient Asynchronous Decentralized Federated Learning with Heterogeneous Devices","","","","","https://arxiv.org/abs/2312.10935","","","",""
"06062","Advocating for the Silent: Enhancing Federated Generalization for Non-Participating Clients","","","","","https://arxiv.org/abs/2310.07171","","","",""
"06063","Advancing Personalized Federated Learning: Group Privacy, Fairness, and Beyond","https://doi.org/SN Computer Science","2023","https://doi.org/10.1007/s42979-023-02292-0","","https://arxiv.org/abs/2309.00416","","","",""
"06065","AdaptiveFL: Adaptive Heterogeneous Federated Learning for Resource-Constrained AIoT Systems","Proceedings of the 61st ACM/IEEE Design Automation Conference","2024","https://doi.org/10.1145/3649329.3655917","","https://arxiv.org/abs/2311.13166","","","",""
"06066","Adaptive Sparsity Level during Training for Efficient Time Series Forecasting with Transformers","","","","","https://arxiv.org/abs/2305.18382","","","",""
"06068","AdapterFL: Adaptive Heterogeneous Federated Learning for Resource-constrained Mobile Computing Systems","","","","","https://arxiv.org/abs/2311.14037","","","",""
"06069","Accurate Autism Spectrum Disorder prediction using Support Vector Classifier based on Federated Learning (SVCFL)","","","","","https://arxiv.org/abs/2311.04606","","","",""
"06070","Accelerating Split Federated Learning over Wireless Communication Networks","","","","","https://arxiv.org/abs/2310.15584","","","",""
"06071","A transformer-based diffusion probabilistic model for heart rate and blood pressure forecasting in Intensive Care Unit","Computer Methods and Programs in Biomedicine","2024","https://doi.org/10.1016/j.cmpb.2024.108060","","https://arxiv.org/abs/2301.06625","","","",""
"06072","A Theoretical Analysis of Efficiency Constrained Utility-Privacy Bi-Objective Optimization in Federated Learning","","","","","https://arxiv.org/abs/2312.16554","","","",""
"06073","A Systematic Review for Transformer-based Long-term Series Forecasting","","","","","https://arxiv.org/abs/2310.20218","","","",""
"06074","A survey on vulnerability of federated learning: A learning algorithm perspective","Neurocomputing","2024","https://doi.org/10.1016/j.neucom.2023.127225","","https://arxiv.org/abs/2311.16065","","","",""
"06075","A Survey on Model-heterogeneous Federated Learning: Problems, Methods, and Prospects","","","","","https://arxiv.org/abs/2312.12091","","","",""
"06076","A Survey on Federated Unlearning: Challenges, Methods, and Future Directions","","","","","https://arxiv.org/abs/2310.20448","","","",""
"06077","A Study of Data-driven Methods for Adaptive Forecasting of COVID-19 Cases","","","","","https://arxiv.org/abs/2309.09698","","","",""
"06078","A Self-Supervised Learning-based Approach to Clustering Multivariate Time-Series Data with Missing Values (SLAC-Time): An Application to TBI Phenotyping","","","","","https://arxiv.org/abs/2302.13457","","","",""
"06079","A review of federated learning in renewable energy applications: Potential, challenges, and future directions","https://doi.org/Energy and AI","2024","https://doi.org/10.1016/j.egyai.2024.100375","","https://arxiv.org/abs/2312.11220","","","",""
"06080","A Quantum Federated Learning Framework for Classical Clients","","","","","https://arxiv.org/abs/2312.11672","","","",""
"06081","A Quality-of-Service Compliance System using Federated Learning and Optimistic Rollups","","","","","https://arxiv.org/abs/2312.00026","","","",""
"06082","A Novel Neural Network-Based Federated Learning System for Imbalanced and Non-IID Data","","","","","https://arxiv.org/abs/2311.10025","","","",""
"06083","A novel federated learning-based IDS for enhancing UAVs privacy and security","Internet of Things","2025","https://doi.org/10.1016/j.iot.2025.101592","","https://arxiv.org/abs/2312.04135","","","",""
"06084","A novel decomposed-ensemble time series forecasting framework: capturing underlying volatility information","","","","","https://arxiv.org/abs/2310.08812","","","",""
"06085","A Multi-granularity Network for Time Series Forecasting on Multivariate Time Series Data","Lecture Notes in Computer Science","2023","https://doi.org/10.1007/978-3-031-50959-9_23","https://openreview.net/forum?id=MMM6m3m1RP","","","","",""
"06086","A Masked Pruning Approach for Dimensionality Reduction in Communication-Efficient Federated Learning Systems","","","","","https://arxiv.org/abs/2312.03889","","","",""
"06087","A Joint Time-frequency Domain Transformer for Multivariate Time Series Forecasting","","","","","https://arxiv.org/abs/2305.14649","","","",""
"06088","A Joint Gradient and Loss Based Clustered Federated Learning Design","","","","","https://arxiv.org/abs/2311.13665","","","",""
"06089","A Hypothesis on Good Practices for AI-based Systems for Financial Time Series Forecasting: Towards Domain-Driven XAI Methods","","","","","https://arxiv.org/abs/2311.07513","","","",""
"06091","A Generic Approach to Integrating Time into Spatial-Temporal Forecasting via Conditional Neural Fields","","","","","https://arxiv.org/abs/2305.06827","","","",""
"06092","A Framework for Exploring Federated Community Detection","","","","","https://arxiv.org/abs/2312.09023","","","",""
"06093","A Forecaster's Review of Judea Pearl's Causality: Models, Reasoning and Inference, Second Edition,https://doi.org/2009","","","","","https://arxiv.org/abs/2308.05451","","","",""
"06094","A Federated Learning Framework for Stenosis Detection","","","","","https://arxiv.org/abs/2310.19445","","","",""
"06096","A Distributed Approach to Meteorological Predictions: Addressing Data Imbalance in Precipitation Prediction Models through Federated Learning and GANs","","","","","https://arxiv.org/abs/2310.13161","","","",""
"06097","A Distance Correlation-Based Approach to Characterize the Effectiveness of Recurrent Neural Networks for Time Series Forecasting","","","","","https://arxiv.org/abs/2307.15830","","","",""
"06098","A Comprehensive View of Personalized Federated Learning on Heterogeneous Clinical Datasets","","","","","https://arxiv.org/abs/2309.16825","","","",""
"06099","A Comprehensive Survey On Client Selections in Federated Learning","","","","","https://arxiv.org/abs/2311.06801","","","",""
"06100","A Comprehensive Study on Model Initialization Techniques Ensuring Efficient Federated Learning","","","","","https://arxiv.org/abs/2311.02100","","","",""
"06101","A Carbon Tracking Model for Federated Learning: Impact of Quantization and Sparsification","2023 IEEE 28th International Workshop on Computer Aided Modeling and Design of Communication Links and Networks (CAMAD)","2023","https://doi.org/10.1109/camad59638.2023.10478391","","https://arxiv.org/abs/2310.08087","","","",""
"06102","A Blockchain-empowered Multi-Aggregator Federated Learning Architecture in Edge Computing with Deep Reinforcement Learning Optimization","","","","","https://arxiv.org/abs/2310.09665","","","",""
"06104","3FM: Multi-modal Meta-learning for Federated Tasks","","","","","https://arxiv.org/abs/2312.10179","","","",""
"06106","Personalized Federated Learning: A Unified Framework and Universal Optimization Techniques","","","","https://openreview.net/forum?id=ilHM31lXC4","","","","",""
"06107","XMAM:X-raying Models with A Matrix to Reveal Backdoor Attacks for Federated Learning","","","","","https://arxiv.org/abs/2212.13675","","","",""
"06108","Wind power forecasting considering data privacy protection: A federated deep reinforcement learning approach","Applied Energy","2023","https://doi.org/10.1016/j.apenergy.2022.120291","","https://arxiv.org/abs/2211.02674","","","",""
"06109","White-box Inference Attacks against Centralized Machine Learning and Federated Learning","","","","","https://arxiv.org/abs/2301.03595","","","",""
"06110","Where to Begin? On the Impact of Pre-Training and Initialization in Federated Learning","","","","","https://arxiv.org/abs/2210.08090","","","",""
"06111","When Federated Learning Meets Pre-trained Language Models' Parameter-Efficient Tuning Methods","","","","","https://arxiv.org/abs/2212.10025","","","",""
"06112","WaveBound: Dynamic Error Bounds for Stable Time Series Forecasting","","","","","https://arxiv.org/abs/2210.14303","","","",""
"06113","Watermarking in Secure Federated Learning: A Verification Framework Based on Client-Side Backdooring","","","","","https://arxiv.org/abs/2211.07138","","","",""
"06115","Warmup and Transfer Knowledge-Based Federated Learning Approach for IoT Continuous Authentication","","","","","https://arxiv.org/abs/2211.05662","","","",""
"06116","VQ-AR: Vector Quantized Autoregressive Probabilistic Time Series Forecasting","","","","","https://arxiv.org/abs/2205.15894","","","",""
"06117","VFLens: Co-design the Modeling Process for Efficient Vertical Federated Learning via Visualization","Proceedings of the Tenth International Symposium of Chinese CHI","2022","https://doi.org/10.1145/3565698.3565765","","https://arxiv.org/abs/2210.00472","","","",""
"06118","Vertical Semi-Federated Learning for Efficient Online Advertising","","","","","https://arxiv.org/abs/2209.15635","","","",""
"06119","Vertical Federated Learning: Concepts, Advances, and Challenges","https://doi.org/IEEE Transactions on Knowledge and Data Engineering","2024","https://doi.org/10.1109/tkde.2024.3352628","","https://arxiv.org/abs/2211.12814","","","",""
"06121","Variations on two-parameter families of forecasting functions: seasonal/nonseasonal Models, comparison to the exponential smoothing and ARIMA models, and applications to stock market data","","","","","https://arxiv.org/abs/2207.04882","","","",""
"06122","Universal EHR Federated Learning Framework","","","","","https://arxiv.org/abs/2211.07300","","","",""
"06124","Uncertainty Quantification for Traffic Forecasting: A Unified Approach","","","","","https://arxiv.org/abs/2208.05875","","","",""
"06125","UAV-Assisted Hierarchical Aggregation for Over-the-Air Federated Learning","","","","","https://arxiv.org/abs/2209.11624","","","",""
"06126","Two Models are Better than One: Federated Learning Is Not Private For Google GBoard Next Word Prediction","","","","","https://arxiv.org/abs/2210.16947","","","",""
"06127","Try to Avoid Attacks: A Federated Data Sanitization Defense for Healthcare IoMT Systems","","","","","https://arxiv.org/abs/2211.01592","","","",""
"06129","Towards Privacy-Aware Causal Structure Learning in Federated Setting","IEEE Transactions on Big Data","2023","https://doi.org/10.1109/tbdata.2023.3285477","","https://arxiv.org/abs/2211.06919","","","",""
"06130","Towards More Efficient Data Valuation in Healthcare Federated Learning using Ensembling","","","","","https://arxiv.org/abs/2209.05424","","","",""
"06131","Towards Heterogeneous Federated Learning","Communications in Computer and Information Science","2023","https://doi.org/10.1007/978-981-99-2356-4_31","https://openreview.net/forum?id=hrZkytDK8r","","","","",""
"06132","Privacy-Preserving Fleet-Wide Learning of Wind Turbine Conditions with Federated Learning","Energies","2023","https://doi.org/10.3390/en16176377","","https://arxiv.org/abs/2212.03529","","","",""
"06133","Towards Communication Efficient and Fair Federated Personalized Sequential Recommendation","","","","https://openreview.net/forum?id=6pEWGQrHgD","","","","",""
"06134","Towards Better Long-range Time Series Forecasting using Generative Forecasting","","","","","https://arxiv.org/abs/2212.06142","","","",""
"06135","Towards Automatic Forecasting: Evaluation of Time-Series Forecasting Models for Chickenpox Cases Estimation in Hungary","","","","","https://arxiv.org/abs/2209.14129","","","",""
"06137","Toward Secure and Private Over-the-Air Federated Learning","","","","","https://arxiv.org/abs/2210.07669","","","",""
"06138","Toward Data Heterogeneity of Federated Learning","","","","","https://arxiv.org/abs/2212.08944","","","",""
"06139","TorchFL: A Performant Library for Bootstrapping Federated Learning Experiments","","","","","https://arxiv.org/abs/2211.00735","","","",""
"06140","TimeKit: A Time-series Forecasting-based Upgrade Kit for Collaborative Filtering","","","","","https://arxiv.org/abs/2211.04266","","","",""
"06141","Time Series Forecasting with Hypernetworks Generating Parameters in Advance","","","","","https://arxiv.org/abs/2211.12034","","","",""
"06142","Time Series Forecasting Using Fuzzy Cognitive Maps: A Survey","","","","","https://arxiv.org/abs/2201.02297","","","",""
"06143","Time series Forecasting to detect anomalous behaviours in Multiphase Flow Meters","","","","","https://arxiv.org/abs/2301.00014","","","",""
"06144","Time Series Forecasting Models Copy the Past: How to Mitigate","","","","","https://arxiv.org/abs/2207.13441","","","",""
"06145","Time Series Forecasting (TSF) Using Various Deep Learning Models","","","","","https://arxiv.org/abs/2204.11115","","","",""
"06146","Time Minimization in Hierarchical Federated Learning","","","","","https://arxiv.org/abs/2210.04689","","","",""
"06147","Thinking Two Moves Ahead: Anticipating Other Users Improves Backdoor Attacks in Federated Learning","","","","","https://arxiv.org/abs/2210.09305","","","",""
"06149","Tensor Decomposition based Personalized Federated Learning","","","","","https://arxiv.org/abs/2208.12959","","","",""
"06150","Temporal-Spatial dependencies ENhanced deep learning model (TSEN) for household leverage series forecasting","","","","","https://arxiv.org/abs/2210.08668","","","",""
"06151","Temporal Spatial Decomposition and Fusion Network for Time Series Forecasting","","","","","https://arxiv.org/abs/2210.03122","","","",""
"06152","Temporal Saliency Detection Towards Explainable Transformer-based Timeseries Forecasting","","","","","https://arxiv.org/abs/2212.07771","","","",""
"06153","Temporal Disaggregation of the Cumulative Grass Growth","Lecture Notes in Computer Science","2022","https://doi.org/10.1007/978-3-031-09282-4_32","","https://arxiv.org/abs/2212.10865","","","",""
"06154","TEFL: Turbo Explainable Federated Learning for 6G Trustworthy Zero-Touch Network Slicing","","","","","https://arxiv.org/abs/2210.10147","","","",""
"06155","Task Embedding Temporal Convolution Networks for Transfer Learning Problems in Renewable Power Time Series Forecast","Lecture Notes in Computer Science","2021","https://doi.org/10.1007/978-3-030-86514-6_8","","https://arxiv.org/abs/2204.13908","","","",""
"06156","Systems Bias in Federated Learning","Federated Learning","2022","https://doi.org/10.1007/978-3-030-96896-0_12","https://openreview.net/forum?id=upjCxI0HUG","","","","",""
"06157","SWIFT: Rapid Decentralized Federated Learning via Wait-Free Model Communication","","","","","https://arxiv.org/abs/2210.14026","","","",""
"06158","Straggler Management","Federated Learning","2022","https://doi.org/10.1007/978-3-030-96896-0_11","https://openreview.net/forum?id=wwIQsnwzOK","","","","",""
"06159","Stochastic Coded Federated Learning: Theoretical Analysis and Incentive Mechanism Design","","","","","https://arxiv.org/abs/2211.04132","","","",""
"06160","Split Time Series into Patches: Rethinking Long-term Series Forecasting with Dateformer","","","","https://openreview.net/forum?id=chOy6ijWai","","","","",""
"06161","Split Federated Learning on Micro-controllers: A Keyword Spotting Showcase","","","","","https://arxiv.org/abs/2210.01961","","","",""
"06162","SPIN: Simulated Poisoning and Inversion Network for Federated Learning-Based 6G Vehicular Networks","","","","","https://arxiv.org/abs/2211.11321","","","",""
"06163","SpectraNet: Multivariate Forecasting and Imputation under Distribution Shifts and Missing Data","","","","","https://arxiv.org/abs/2210.12515","","","",""
"06164","Spatio-temporal wind speed forecasting using graph networks and novel Transformer architectures","Applied Energy","2023","https://doi.org/10.1016/j.apenergy.2022.120565","","https://arxiv.org/abs/2208.13585","","","",""
"06165","Spatial-Temporal Convolutional Transformer Network for Multivariate Time Series Forecasting","Sensors","2022","https://doi.org/10.3390/s22030841","https://openreview.net/forum?id=slKkpTu1cu","","","","",""
"06166","Sparse Graph Learning from Spatiotemporal Time Series","","","","","https://arxiv.org/abs/2205.13492","","","",""
"06167","Solar power time series forecasting utilising wavelet coefficients","Neurocomputing","2022","https://doi.org/10.1016/j.neucom.2022.08.016","","https://arxiv.org/abs/2210.00269","","","",""
"06168","Social-Aware Clustered Federated Learning With Customized Privacy Preservation","IEEE/ACM Transactions on Networking","2024","https://doi.org/10.1109/tnet.2024.3379439","","https://arxiv.org/abs/2212.13992","","","",""
"06170","Skellam Mixture Mechanism: a Novel Approach to Federated Learning with Differential Privacy","","","","","https://arxiv.org/abs/2212.04371","","","",""
"06171","Skefl: Single-Key Homomorphic Encryption for Secure Federated Learning","","","","","https://arxiv.org/abs/2212.11394","","","",""
"06173","Similarity-based Feature Extraction for Large-scale Sparse Traffic Forecasting","","","","","https://arxiv.org/abs/2211.07031","","","",""
"06174","Shielding Federated Learning: Mitigating Byzantine Attacks with Less Constraints","","","","","https://arxiv.org/abs/2210.01437","","","",""
"06175","SETAR-Tree: A Novel and Accurate Tree Algorithm for Global Time Series Forecasting","","","","","https://arxiv.org/abs/2211.08661","","","",""
"06176","Semi-Synchronous Personalized Federated Learning Over Mobile Edge Networks","IEEE Transactions on Wireless Communications","2023","https://doi.org/10.1109/twc.2022.3210434","","https://arxiv.org/abs/2209.13115","","","",""
"06177","Self-Adaptive Forecasting for Improved Deep Learning on Non-Stationary Time-Series","","","","","https://arxiv.org/abs/2202.02403","","","",""
"06179","Securing Federated Learning against Overwhelming Collusive Attackers","","","","","https://arxiv.org/abs/2209.14093","","","",""
"06180","Secure Aggregation Is Not All You Need: Mitigating Privacy Attacks with Noise Tolerance in Federated Learning","","","","","https://arxiv.org/abs/2211.06324","","","",""
"06182","Scheduling and Aggregation Design for Asynchronous Federated Learning Over Wireless Networks","IEEE Journal on Selected Areas in Communications","2023","https://doi.org/10.1109/jsac.2023.3242719","","https://arxiv.org/abs/2212.07356","","","",""
"06183","Scalable Hierarchical Over-the-Air Federated Learning","","","","","https://arxiv.org/abs/2211.16162","","","",""
"06185","Sample Optimality and All-for-all Strategies in Personalized Federated and Collaborative Learning","","","","","https://arxiv.org/abs/2201.13097","","","",""
"06186","Robust Split Federated Learning for U-shaped Medical Image Networks","","","","","https://arxiv.org/abs/2212.06378","","","",""
"06187","Robust Smart Home Face Recognition under Starving Federated Data","","","","","https://arxiv.org/abs/2211.05410","","","",""
"06188","Robust Personalized Federated Learning under Demographic Fairness Heterogeneity","2022 IEEE International Conference on Big Data (Big Data)","2022","https://doi.org/10.1109/BigData55660.2022.10020554","https://openreview.net/forum?id=8S8ezLFZ9u","","","","",""
"06189","Robust Learning Protocol for Federated Tumor Segmentation Challenge","","","","","https://arxiv.org/abs/2212.08290","","","",""
"06190","Robust Federated Learning against both Data Heterogeneity and Poisoning Attack via Aggregation Optimization","","","","","https://arxiv.org/abs/2211.05554","","","",""
"06191","Time series forecasting methods and their applications to particle accelerators","Physical Review Accelerators and Beams","2023","https://doi.org/10.1103/physrevaccelbeams.26.024801","","https://arxiv.org/abs/2209.10705","","","",""
"06192","Review of automated time series forecasting pipelines","WIREs Data Mining and Knowledge Discovery","2022","https://doi.org/10.1002/widm.1475","","https://arxiv.org/abs/2202.01712","","","",""
"06193","Retrieval Based Time Series Forecasting","","","","","https://arxiv.org/abs/2209.13525","","","",""
"06194","Rethinking normalization methods in federated learning","Proceedings of the 3rd International Workshop on Distributed Machine Learning","2022","https://doi.org/10.1145/3565010.3569062","","https://arxiv.org/abs/2210.03277","","","",""
"06195","Rethinking Data Heterogeneity in Federated Learning: Introducing a New Notion and Standard Benchmarks","","","","","https://arxiv.org/abs/2209.15595","","","",""
"06196","Respecting Time Series Properties Makes Deep Time Series Forecasting Perfect","","","","","https://arxiv.org/abs/2207.10941","","","",""
"06197","Resource-Constrained Decentralized Federated Learning via Personalized Event-Triggering","","","","","https://arxiv.org/abs/2211.12640","","","",""
