ID,Title,Venue,Year,URL,DOI,OpenReview,Arxiv,Code,Video,Slide,Poster
229413,Federated learning for energy constrained devices: a systematic mapping study,Cluster Computing,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10586-022-03763-4,https://doi.org/10.1007/s10586-022-03763-4,,,,,,
229414,Evil vs evil: using adversarial examples to against backdoor attack in federated learning,Multimedia Systems,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s00530-022-00965-z,https://doi.org/10.1007/s00530-022-00965-z,,,,,,
229415,FSL: federated sequential learning-based cyberattack detection for Industrial Internet of Things,Industrial Artificial Intelligence,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s44244-023-00006-2,https://doi.org/10.1007/s44244-023-00006-2,,,,,,
229416,Decentralized collaborative multi-institutional PET attenuation and scatter correction using federated deep learning,European Journal of Nuclear Medicine and Molecular Imaging,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s00259-022-06053-8,https://doi.org/10.1007/s00259-022-06053-8,,,,,,
229417,A privacy preserving federated learning scheme using homomorphic encryption and secret sharing,Telecommunication Systems,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s11235-022-00982-3,https://doi.org/10.1007/s11235-022-00982-3,,,,,,
229418,Personalised federated learning framework for damage detection in structural health monitoring,Journal of Civil Structural Health Monitoring,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s13349-022-00615-y,https://doi.org/10.1007/s13349-022-00615-y,,,,,,
229419,Towards understanding quality challenges of the federated learning for neural networks: a first look from the lens of robustness,Empirical Software Engineering,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10664-022-10262-y,https://doi.org/10.1007/s10664-022-10262-y,,,,,,
229420,Federated Learning with Privacy-preserving and Model IP-right-protection,Machine Intelligence Research,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s11633-022-1343-2,https://doi.org/10.1007/s11633-022-1343-2,,,,,,
229421,A survey on federated learning: challenges and applications,International Journal of Machine Learning and Cybernetics,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s13042-022-01647-y,https://doi.org/10.1007/s13042-022-01647-y,,,,,,
229422,DHSA: efficient doubly homomorphic secure aggregation for cross-silo federated learning,The Journal of Supercomputing,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s11227-022-04745-4,https://doi.org/10.1007/s11227-022-04745-4,,,,,,
229423,FedProLs: federated learning for IoT perception data prediction,Applied Intelligence,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10489-022-03578-1,https://doi.org/10.1007/s10489-022-03578-1,,,,,,
229424,An empirical analysis of image augmentation against model inversion attack in federated learning,Cluster Computing,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10586-022-03596-1,https://doi.org/10.1007/s10586-022-03596-1,,,,,,
229425,Federated learning with hyper-network—a case study on whole slide image analysis,Scientific Reports,2023,https://www.nature.com/articles/s41598-023-28974-6,https://doi.org/10.1038/s41598-023-28974-6,,,,,,
229426,Author Correction: Federated learning enables big data for rare cancer boundary detection,Nature Communications,2023,https://www.nature.com/articles/s41467-023-36188-7,https://doi.org/10.1038/s41467-023-36188-7,,,,,,
229427,Non-IID quantum federated learning with one-shot communication complexity,Quantum Machine Intelligence,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s42484-022-00091-z,https://doi.org/10.1007/s42484-022-00091-z,,,,,,
229428,Regularized Weight Aggregation in Networked Federated Learning for Glioblastoma Segmentation,"Brainlesion: Glioma, Multiple Sclerosis, Stroke and Traumatic Brain Injuries",2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-44153-0_12,https://doi.org/10.1007/978-3-031-44153-0_12,,,,,,
229429,Robust Learning Protocol for Federated Tumor Segmentation Challenge,"Brainlesion: Glioma, Multiple Sclerosis, Stroke and Traumatic Brain Injuries",2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-44153-0_18,https://doi.org/10.1007/978-3-031-44153-0_18,,,,,,
229430,A Local Score Strategy for Weight Aggregation in Federated Learning,"Brainlesion: Glioma, Multiple Sclerosis, Stroke and Traumatic Brain Injuries",2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-44153-0_13,https://doi.org/10.1007/978-3-031-44153-0_13,,,,,,
229431,FedPIDAvg: A PID Controller Inspired Aggregation Method for Federated Learning,"Brainlesion: Glioma, Multiple Sclerosis, Stroke and Traumatic Brain Injuries",2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-44153-0_20,https://doi.org/10.1007/978-3-031-44153-0_20,,,,,,
229432,Model Aggregation for Federated Learning Considering Non-IID and Imbalanced Data Distribution,"Brainlesion: Glioma, Multiple Sclerosis, Stroke and Traumatic Brain Injuries",2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-44153-0_19,https://doi.org/10.1007/978-3-031-44153-0_19,,,,,,
229433,Preventing Text Data Poisoning Attacks in Federated Machine Learning by an Encrypted Verification Key,Rough Sets,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-50959-9_42,https://doi.org/10.1007/978-3-031-50959-9_42,,,,,,
229434,Application of Federated Learning to Prediction of Patient Mortality in Vasculitis Disease,Rough Sets,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-50959-9_36,https://doi.org/10.1007/978-3-031-50959-9_36,,,,,,
229435,FedRNN: Federated Learning with RNN-Based Aggregation on Pancreas Segmentation,Medical Imaging and Computer-Aided Diagnosis,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-16-6775-6_37,https://doi.org/10.1007/978-981-16-6775-6_37,,,,,,
229436,The Concept of Optimizing the Operation of a Multimodel Real-Time Federated Learning System,Intelligent Computing and Optimization,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-50330-6_15,https://doi.org/10.1007/978-3-031-50330-6_15,,,,,,
229437,A Study on Android Malware Classification by Using Federated Learning,Intelligent Computing and Optimization,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-50327-6_32,https://doi.org/10.1007/978-3-031-50327-6_32,,,,,,
229438,A Novel Federated Learning Approach to Enable Distributed and Collaborative Genetic Programming,Progress in Artificial Intelligence,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-49011-8_16,https://doi.org/10.1007/978-3-031-49011-8_16,,,,,,
229439,Validation of Federated Unlearning on Collaborative Prostate Segmentation,Medical Image Computing and Computer Assisted Intervention – MICCAI 2023 Workshops,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-47401-9_31,https://doi.org/10.1007/978-3-031-47401-9_31,,,,,,
229440,Domain Generalization for Foreground Segmentation Using Federated Learning,Advances in Visual Computing,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-47969-4_20,https://doi.org/10.1007/978-3-031-47969-4_20,,,,,,
229441,ConDistFL: Conditional Distillation for Federated Learning from Partially Annotated Data,Medical Image Computing and Computer Assisted Intervention – MICCAI 2023 Workshops,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-47401-9_30,https://doi.org/10.1007/978-3-031-47401-9_30,,,,,,
229442,Federated Learning for Industry 5.0: A State-of-the-Art Review,Proceedings of the 15th International Conference on Ubiquitous Computing & Ambient Intelligence (UCAmI 2023),2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-48590-9_6,https://doi.org/10.1007/978-3-031-48590-9_6,,,,,,
229443,Federated Learning for Collaborative Cybersecurity of Distributed Healthcare,Advances in Mobile Computing and Multimedia Intelligence,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-48348-6_5,https://doi.org/10.1007/978-3-031-48348-6_5,,,,,,
229444,SVFL: Secure Vertical Federated Learning on Linear Models,Science of Cyber Security,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-45933-7_20,https://doi.org/10.1007/978-3-031-45933-7_20,,,,,,
229445,AdaptPSOFL: Adaptive Particle Swarm Optimization-Based Layer Offloading Framework for Federated Learning,Fourth International Conference on Image Processing and Capsule Networks,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-99-7093-3_40,https://doi.org/10.1007/978-981-99-7093-3_40,,,,,,
229446,An Enhanced Incentive Mechanism for Crowdsourced Federated Learning Based on Contract Theory and Shapley Value,"Future Data and Security Engineering. Big Data, Security and Privacy, Smart City and Industry 4.0 Applications",2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-99-8296-7_2,https://doi.org/10.1007/978-981-99-8296-7_2,,,,,,
229447,Blockchain-Based Federated Learning: Incentivizing Data Sharing and Penalizing Dishonest Behavior,"Blockchain and Applications, 5th International Congress",2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-45155-3_19,https://doi.org/10.1007/978-3-031-45155-3_19,,,,,,
229448,FeDis: Federated Learning Framework Supported by Distributed Ledger,"Blockchain and Applications, 5th International Congress",2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-45155-3_4,https://doi.org/10.1007/978-3-031-45155-3_4,,,,,,
229449,The Applicability of Federated Learning to Official Statistics,Intelligent Data Engineering and Automated Learning – IDEAL 2023,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-48232-8_8,https://doi.org/10.1007/978-3-031-48232-8_8,,,,,,
229450,Mitigating Sybil Attacks in Federated Learning,Information Security Practice and Experience,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-99-7032-2_3,https://doi.org/10.1007/978-981-99-7032-2_3,,,,,,
229451,Secure and Efficient Federated Learning by Combining Homomorphic Encryption and Gradient Pruning in Speech Emotion Recognition,Information Security Practice and Experience,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-99-7032-2_1,https://doi.org/10.1007/978-981-99-7032-2_1,,,,,,
229452,XFedGraph-Hunter: An Interpretable Federated Learning Framework for Hunting Advanced Persistent Threat in Provenance Graph,Information Security Practice and Experience,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-99-7032-2_32,https://doi.org/10.1007/978-981-99-7032-2_32,,,,,,
229453,A Hessian-Based Federated Learning Approach to Tackle Statistical Heterogeneity,Advanced Data Mining and Applications,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-46664-9_28,https://doi.org/10.1007/978-3-031-46664-9_28,,,,,,
229454,Cryptography-Inspired Federated Learning for Generative Adversarial Networks and Meta Learning,Advanced Data Mining and Applications,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-46664-9_27,https://doi.org/10.1007/978-3-031-46664-9_27,,,,,,
229455,Federated Learning of Explainable Artificial Intelligence Models for Predicting Parkinson’s Disease Progression,Explainable Artificial Intelligence,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-44064-9_34,https://doi.org/10.1007/978-3-031-44064-9_34,,,,,,
229456,FML-MIS: A Scheme of Privacy Protection and Model Generalization for Medical Images Segmentation via Federated Meta-learning,Image and Graphics,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-46314-3_11,https://doi.org/10.1007/978-3-031-46314-3_11,,,,,,
229457,A Novel Privacy-Preserving Federated Learning Model Based on Secure Multi-party Computation,Integrated Uncertainty in Knowledge Modelling and Decision Making,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-46781-3_27,https://doi.org/10.1007/978-3-031-46781-3_27,,,,,,
229458,A Federated Learning Model for Linear Fuzzy Clustering with Least Square Criterion,Integrated Uncertainty in Knowledge Modelling and Decision Making,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-46781-3_2,https://doi.org/10.1007/978-3-031-46781-3_2,,,,,,
229459,Local Difference-Based Federated Learning Against Preference Profiling Attacks,Web Information Systems Engineering – WISE 2023,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-99-7254-8_21,https://doi.org/10.1007/978-981-99-7254-8_21,,,,,,
229460,Explaining Black-Boxes in Federated Learning,Explainable Artificial Intelligence,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-44067-0_8,https://doi.org/10.1007/978-3-031-44067-0_8,,,,,,
229461,Federated Learning Performance on Early ICU Mortality Prediction with Extreme Data Distributions,Web Information Systems Engineering – WISE 2023,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-99-7254-8_37,https://doi.org/10.1007/978-981-99-7254-8_37,,,,,,
229462,An Enhanced Privacy-Preserving Hierarchical Federated Learning Framework for IoV,Information and Communications Security,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-99-7356-9_23,https://doi.org/10.1007/978-981-99-7356-9_23,,,,,,
229463,Pixel-Wise Reconstruction of Private Data in Split Federated Learning,Information and Communications Security,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-99-7356-9_26,https://doi.org/10.1007/978-981-99-7356-9_26,,,,,,
229464,A Comparison of Client Weighting Schemes in Federated Learning,"Uncertainty and Imprecision in Decision Making and Decision Support - New Advances, Challenges, and Perspectives",2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-45069-3_11,https://doi.org/10.1007/978-3-031-45069-3_11,,,,,,
229465,Federated Learning Meets HPC and Cloud,Machine Learning for Astrophysics,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-34167-0_39,https://doi.org/10.1007/978-3-031-34167-0_39,,,,,,
229466,Federated Learning and Mel-Spectrograms for Physical Violence Detection in Audio,Intelligent Systems,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-45392-2_25,https://doi.org/10.1007/978-3-031-45392-2_25,,,,,,
229467,Towards a Decentralised Federated Learning Based Compute Continuum Framework,Service-Oriented and Cloud Computing,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-46235-1_14,https://doi.org/10.1007/978-3-031-46235-1_14,,,,,,
229468,FairShare: An Incentive-Based Fairness-Aware Data Sharing Framework for Federated Learning,Intelligent Robotics and Applications,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-99-6486-4_10,https://doi.org/10.1007/978-981-99-6486-4_10,,,,,,
229469,FedEAE: Federated Learning Based Privacy-Preserving Event Argument Extraction,Natural Language Processing and Chinese Computing,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-44696-2_26,https://doi.org/10.1007/978-3-031-44696-2_26,,,,,,
229470,Virtual Contrast-Enhanced MRI Synthesis with High Model Generalizability Using Trusted Federated Learning (FL-TrustVCE): A Multi-institutional Study,Computational Mathematics Modeling in Cancer Analysis,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-45087-7_1,https://doi.org/10.1007/978-3-031-45087-7_1,,,,,,
229471,POSTER: Advancing Federated Edge Computing with Continual Learning for Secure and Efficient Performance,Applied Cryptography and Network Security Workshops,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-41181-6_40,https://doi.org/10.1007/978-3-031-41181-6_40,,,,,,
229472,Federated Learning Approach for Distributed Ransomware Analysis,Applied Cryptography and Network Security Workshops,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-41181-6_33,https://doi.org/10.1007/978-3-031-41181-6_33,,,,,,
229473,Federated Learning: An Alternative Approach to Improving Medical Data Privacy and Security,Current and Future Trends in Health and Medical Informatics,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-42112-9_13,https://doi.org/10.1007/978-3-031-42112-9_13,,,,,,
229474,Rethinking Semi-Supervised Federated Learning: How to Co-train Fully-Labeled and Fully-Unlabeled Client Imaging Data,Medical Image Computing and Computer Assisted Intervention – MICCAI 2023,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-43895-0_39,https://doi.org/10.1007/978-3-031-43895-0_39,,,,,,
229475,FedIIC: Towards Robust Federated Learning for Class-Imbalanced Medical Image Classification,Medical Image Computing and Computer Assisted Intervention – MICCAI 2023,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-43895-0_65,https://doi.org/10.1007/978-3-031-43895-0_65,,,,,,
229476,A Client-Server Deep Federated Learning for Cross-Domain Surgical Image Segmentation,Data Engineering in Medical Imaging,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-44992-5_3,https://doi.org/10.1007/978-3-031-44992-5_3,,,,,,
229477,GRACE: A Generalized and Personalized Federated Learning Method for Medical Imaging,Medical Image Computing and Computer Assisted Intervention – MICCAI 2023,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-43898-1_2,https://doi.org/10.1007/978-3-031-43898-1_2,,,,,,
229478,FedSoup: Improving Generalization and Personalization in Federated Learning via Selective Model Interpolation,Medical Image Computing and Computer Assisted Intervention – MICCAI 2023,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-43895-0_30,https://doi.org/10.1007/978-3-031-43895-0_30,,,,,,
229479,FedContrast-GPA: Heterogeneous Federated Optimization via Local Contrastive Learning and Global Process-Aware Aggregation,Medical Image Computing and Computer Assisted Intervention – MICCAI 2023,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-43895-0_62,https://doi.org/10.1007/978-3-031-43895-0_62,,,,,,
229480,Federated Condition Generalization on Low-dose CT Reconstruction via Cross-domain Learning,Medical Image Computing and Computer Assisted Intervention – MICCAI 2023,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-43898-1_5,https://doi.org/10.1007/978-3-031-43898-1_5,,,,,,
229481,FeSViBS: Federated Split Learning of Vision Transformer with Block Sampling,Medical Image Computing and Computer Assisted Intervention – MICCAI 2023,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-43895-0_33,https://doi.org/10.1007/978-3-031-43895-0_33,,,,,,
229482,Scale Federated Learning for Label Set Mismatch in Medical Image Classification,Medical Image Computing and Computer Assisted Intervention – MICCAI 2023,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-43898-1_12,https://doi.org/10.1007/978-3-031-43898-1_12,,,,,,
229483,One-Shot Federated Learning on Medical Data Using Knowledge Distillation with Image Synthesis and Client Model Adaptation,Medical Image Computing and Computer Assisted Intervention – MICCAI 2023,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-43895-0_49,https://doi.org/10.1007/978-3-031-43895-0_49,,,,,,
229484,Federated Deep Reinforcement Learning - Based Bitrate Adaptation for Dynamic Adaptive Streaming over HTTP,Recent Challenges in Intelligent Information and Database Systems,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-42430-4_23,https://doi.org/10.1007/978-3-031-42430-4_23,,,,,,
229485,Privacy Preserving Through Federated Learning,Computer Vision and Robotics,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-99-4577-1_24,https://doi.org/10.1007/978-981-99-4577-1_24,,,,,,
229486,A Study in Federated Learning Analytics for UAV,Drone Data Analytics in Aerial Computing,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-99-5056-0_2,https://doi.org/10.1007/978-981-99-5056-0_2,,,,,,
229487,Privacy-Preserving Pest Detection Using Personalized Federated Learning,Agriculture-Centric Computation,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-43605-5_5,https://doi.org/10.1007/978-3-031-43605-5_5,,,,,,
229488,A Review on Federated Learning-Based Network Intrusion Detection System,Proceedings of the 2nd International Conference on Cognitive and Intelligent Computing,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-99-2742-5_72,https://doi.org/10.1007/978-981-99-2742-5_72,,,,,,
229489,A Novel & Innovative Blockchain-Empowered Federated Learning Approach for Secure Data Sharing in Smart City Applications,Proceedings of ICACTCE'23 — The International Conference on Advances in Communication Technology and Computer Engineering,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-37164-6_9,https://doi.org/10.1007/978-3-031-37164-6_9,,,,,,
229490,Reinforcement Federated Learning Method Based on Adaptive OPTICS Clustering,Proceedings of 2023 Chinese Intelligent Automation Conference,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-99-6187-0_14,https://doi.org/10.1007/978-981-99-6187-0_14,,,,,,
229491,A Personalized Federated Learning Fault Diagnosis Method for Inter-client Statistical Characteristic Inconsistency,Proceedings of 2023 Chinese Intelligent Automation Conference,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-99-6187-0_22,https://doi.org/10.1007/978-981-99-6187-0_22,,,,,,
229492,A Federated Learning Method with DNN and 1DCNN Feature Fusion for Multiple Working Conditions Fault Diagnosis,Proceedings of 2023 Chinese Intelligent Automation Conference,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-99-6187-0_31,https://doi.org/10.1007/978-981-99-6187-0_31,,,,,,
229493,Federated Learning - Opportunities and Application Challenges,Advances in Computational Collective Intelligence,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-41774-0_38,https://doi.org/10.1007/978-3-031-41774-0_38,,,,,,
229494,SS-FL: Self-Supervised Federated Learning for COVID-19 Detection from Chest X-Ray Images,Advances in Computational Collective Intelligence,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-41774-0_55,https://doi.org/10.1007/978-3-031-41774-0_55,,,,,,
229495,pFedLHNs: Personalized Federated Learning via Local Hypernetworks,Artificial Neural Networks and Machine Learning – ICANN 2023,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-44213-1_43,https://doi.org/10.1007/978-3-031-44213-1_43,,,,,,
229496,LTNI-FGML: Federated Graph Machine Learning on Long-Tailed and Non-IID Data via Logit Calibration,Artificial Neural Networks and Machine Learning – ICANN 2023,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-44216-2_40,https://doi.org/10.1007/978-3-031-44216-2_40,,,,,,
229497,Graph Federated Learning Based on the Decentralized Framework,Artificial Neural Networks and Machine Learning – ICANN 2023,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-44213-1_38,https://doi.org/10.1007/978-3-031-44213-1_38,,,,,,
229498,A Personalized Federated Multi-task Learning Scheme for Encrypted Traffic Classification,Artificial Neural Networks and Machine Learning – ICANN 2023,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-44213-1_22,https://doi.org/10.1007/978-3-031-44213-1_22,,,,,,
229499,GFedKRL: Graph Federated Knowledge Re-Learning for Effective Molecular Property Prediction via Privacy Protection,Artificial Neural Networks and Machine Learning – ICANN 2023,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-44213-1_36,https://doi.org/10.1007/978-3-031-44213-1_36,,,,,,
229500,Federated Machine Learning Architecture for Heterogeneous Quantum Devices,Proceedings of Third Emerging Trends and Technologies on Intelligent Systems,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-99-3963-3_3,https://doi.org/10.1007/978-981-99-3963-3_3,,,,,,
229501,Federated Learning Assisted Covid-19 Detection Model,Proceedings of the 9th International Conference on Advanced Intelligent Systems and Informatics 2023,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-43247-7_35,https://doi.org/10.1007/978-3-031-43247-7_35,,,,,,
229502,Towards Practical Federated Causal Structure Learning,Machine Learning and Knowledge Discovery in Databases: Research Track,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-43415-0_21,https://doi.org/10.1007/978-3-031-43415-0_21,,,,,,
229503,Learning Fast and Slow: Towards Inclusive Federated Learning,Machine Learning and Knowledge Discovery in Databases: Research Track,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-43415-0_23,https://doi.org/10.1007/978-3-031-43415-0_23,,,,,,
229504,Practical and General Backdoor Attacks Against Vertical Federated Learning,Machine Learning and Knowledge Discovery in Databases: Research Track,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-43415-0_24,https://doi.org/10.1007/978-3-031-43415-0_24,,,,,,
229505,A Novel Federated Learning with Bidirectional Adaptive Differential Privacy,Data Science,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-99-5968-6_23,https://doi.org/10.1007/978-981-99-5968-6_23,,,,,,
229506,Decentralized Federated Learning Loop with Constrained Trust Mechanism,Artificial Intelligence and Soft Computing,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-42505-9_17,https://doi.org/10.1007/978-3-031-42505-9_17,,,,,,
229507,Federated Learning for Human Activity Recognition on the MHealth Dataset,Artificial Intelligence and Soft Computing,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-42505-9_19,https://doi.org/10.1007/978-3-031-42505-9_19,,,,,,
229508,A Fully Decentralized Privacy-Enabled Federated Learning System,Computational Collective Intelligence,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-41456-5_34,https://doi.org/10.1007/978-3-031-41456-5_34,,,,,,
229509,Federated Learning in Healthcare with Unsupervised and Semi-Supervised Methods,Flexible Query Answering Systems,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-42935-4_15,https://doi.org/10.1007/978-3-031-42935-4_15,,,,,,
229510,Arbitrary Profit Sharing in Federated Learning Utility Games,Algorithmic Game Theory,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-43254-5_4,https://doi.org/10.1007/978-3-031-43254-5_4,,,,,,
229511,Federated Learning over Harmonized Data Silos,Artificial Intelligence for Personalized Medicine,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-36938-4_3,https://doi.org/10.1007/978-3-031-36938-4_3,,,,,,
229512,An Approach of Federated Learning in Artificial Intelligence for Healthcare Analysis,Proceedings of International Conference on Communication and Computational Technologies,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-99-3485-0_8,https://doi.org/10.1007/978-981-99-3485-0_8,,,,,,
229513,Federated Learning Approaches to Diverse Machine Learning Model: A Review,IOT with Smart Systems,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-99-3761-5_25,https://doi.org/10.1007/978-981-99-3761-5_25,,,,,,
229514,Comparison of Unilateral Algorithms Based on Federated Learning in Smart Cities,"Proceedings of the 3rd International Conference on Internet, Education and Information Technology (IEIT 2023)",2023,http://link.springer.com/openurl/fulltext?id=doi:10.2991/978-94-6463-230-9_13,https://doi.org/10.2991/978-94-6463-230-9_13,,,,,,
229515,DR-FL: A Novel Diabetic Retinopathy Grading with Federated Learning Using Fundus Images,Healthcare Research and Related Technologies,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-99-4056-1_24,https://doi.org/10.1007/978-981-99-4056-1_24,,,,,,
229516,FedCML: Federated Clustering Mutual Learning with non-IID Data,Euro-Par 2023: Parallel Processing,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-39698-4_42,https://doi.org/10.1007/978-3-031-39698-4_42,,,,,,
229517,FedGM: Heterogeneous Federated Learning via Generative Learning and Mutual Distillation,Euro-Par 2023: Parallel Processing,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-39698-4_23,https://doi.org/10.1007/978-3-031-39698-4_23,,,,,,
229518,Human-in-the-Loop Integration with Domain-Knowledge Graphs for Explainable Federated Deep Learning,Machine Learning and Knowledge Extraction,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-40837-3_4,https://doi.org/10.1007/978-3-031-40837-3_4,,,,,,
229519,Measuring Overhead Costs of Federated Learning Systems by Eavesdropping,Database and Expert Systems Applications - DEXA 2023 Workshops,2023,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-39689-2_4,https://doi.org/10.1007/978-3-031-39689-2_4,,,,,,
